Frame,Tiempo,Tipo,Etiqueta,Confianza,Area,Coordenadas
71,0:02,Objeto,bus,0.91,40704,"(508, 342, 720, 534)"
71,0:02,Objeto,car,0.54,2964,"(0, 358, 78, 396)"
72,0:02,Objeto,bus,0.86,40352,"(508, 341, 716, 535)"
73,0:02,Objeto,bus,0.83,39770,"(507, 341, 712, 535)"
74,0:02,Objeto,bus,0.87,39195,"(506, 341, 707, 536)"
75,0:02,Objeto,bus,0.88,38805,"(505, 341, 704, 536)"
76,0:02,Objeto,bus,0.9,37830,"(504, 341, 698, 536)"
76,0:02,Fuego,fire,0.2,1260,"(509, 499, 554, 527)"
77,0:02,Objeto,bus,0.91,37632,"(503, 340, 695, 536)"
77,0:02,Objeto,car,0.42,11005,"(1093, 310, 1248, 381)"
78,0:02,Objeto,bus,0.89,38214,"(502, 339, 695, 537)"
78,0:02,Objeto,car,0.41,11088,"(1091, 309, 1245, 381)"
79,0:02,Objeto,bus,0.88,38214,"(501, 339, 694, 537)"
80,0:02,Objeto,bus,0.89,38606,"(500, 339, 694, 538)"
80,0:02,Objeto,car,0.45,10990,"(1086, 310, 1243, 380)"
81,0:02,Objeto,bus,0.89,38407,"(500, 339, 693, 538)"
81,0:02,Objeto,car,0.42,10764,"(1087, 311, 1243, 380)"
82,0:02,Objeto,bus,0.89,38412,"(499, 340, 693, 538)"
82,0:02,Objeto,car,0.46,10850,"(1087, 310, 1242, 380)"
83,0:02,Objeto,bus,0.89,39400,"(496, 339, 693, 539)"
83,0:02,Objeto,car,0.48,10780,"(1087, 310, 1241, 380)"
83,0:02,Objeto,truck,0.4,10863,"(1087, 309, 1240, 380)"
84,0:02,Objeto,bus,0.88,39600,"(494, 340, 692, 540)"
84,0:02,Objeto,car,0.49,11076,"(1086, 309, 1242, 380)"
84,0:02,Objeto,truck,0.4,10934,"(1086, 309, 1240, 380)"
85,0:02,Objeto,bus,0.88,40795,"(487, 340, 692, 539)"
85,0:02,Objeto,car,0.5,11218,"(1085, 309, 1243, 380)"
85,0:02,Objeto,truck,0.4,11076,"(1085, 309, 1241, 380)"
85,0:02,Fuego,fire,0.2,1406,"(509, 499, 547, 536)"
86,0:02,Objeto,bus,0.9,39204,"(495, 341, 693, 539)"
86,0:02,Objeto,car,0.54,11304,"(1085, 309, 1242, 381)"
86,0:02,Objeto,truck,0.48,11232,"(1085, 309, 1241, 381)"
86,0:02,Fuego,fire,0.24,825,"(509, 502, 534, 535)"
87,0:02,Objeto,bus,0.9,39004,"(497, 340, 693, 539)"
87,0:02,Objeto,car,0.63,11376,"(1084, 309, 1242, 381)"
87,0:02,Objeto,truck,0.46,11388,"(1084, 308, 1240, 381)"
87,0:02,Fuego,fire,0.22,1189,"(505, 500, 534, 541)"
88,0:02,Objeto,bus,0.91,39400,"(496, 340, 693, 540)"
88,0:02,Objeto,car,0.62,11534,"(1084, 308, 1242, 381)"
88,0:02,Objeto,truck,0.49,11461,"(1083, 308, 1240, 381)"
88,0:02,Fuego,fire,0.28,986,"(505, 502, 534, 536)"
89,0:02,Objeto,bus,0.89,39600,"(495, 340, 693, 540)"
89,0:02,Objeto,car,0.58,11607,"(1084, 308, 1243, 381)"
89,0:02,Objeto,truck,0.55,11607,"(1083, 308, 1242, 381)"
89,0:02,Fuego,fire,0.22,598,"(510, 504, 533, 530)"
90,0:03,Objeto,bus,0.83,40401,"(492, 340, 693, 541)"
90,0:03,Objeto,car,0.57,11520,"(1084, 308, 1244, 380)"
90,0:03,Objeto,truck,0.55,11534,"(1084, 308, 1242, 381)"
91,0:03,Objeto,bus,0.85,40803,"(490, 340, 693, 541)"
91,0:03,Objeto,car,0.59,11448,"(1085, 308, 1244, 380)"
91,0:03,Objeto,truck,0.54,11692,"(1085, 307, 1243, 381)"
92,0:03,Objeto,bus,0.81,41006,"(490, 340, 693, 542)"
92,0:03,Objeto,car,0.6,11840,"(1085, 307, 1245, 381)"
92,0:03,Objeto,truck,0.5,11692,"(1086, 307, 1244, 381)"
92,0:03,Fuego,fire,0.2,924,"(501, 509, 529, 542)"
93,0:03,Objeto,bus,0.84,42021,"(485, 340, 692, 543)"
93,0:03,Objeto,car,0.6,11840,"(1086, 307, 1246, 381)"
93,0:03,Objeto,truck,0.48,11766,"(1086, 307, 1245, 381)"
93,0:03,Fuego,fire,0.21,884,"(504, 506, 530, 540)"
94,0:03,Objeto,bus,0.85,43665,"(479, 339, 692, 544)"
94,0:03,Objeto,car,0.61,11840,"(1087, 307, 1247, 381)"
94,0:03,Objeto,truck,0.43,11840,"(1087, 307, 1247, 381)"
94,0:03,Fuego,fire,0.28,832,"(504, 506, 530, 538)"
95,0:03,Objeto,bus,0.85,44908,"(474, 340, 692, 546)"
95,0:03,Objeto,car,0.65,11988,"(1087, 307, 1249, 381)"
95,0:03,Objeto,truck,0.39,11914,"(1087, 307, 1248, 381)"
96,0:03,Objeto,bus,0.87,46161,"(469, 340, 692, 547)"
96,0:03,Objeto,car,0.67,12045,"(1087, 308, 1252, 381)"
96,0:03,Objeto,truck,0.42,11988,"(1087, 307, 1249, 381)"
97,0:03,Objeto,bus,0.87,46592,"(466, 339, 690, 547)"
97,0:03,Objeto,car,0.66,12118,"(1088, 308, 1254, 381)"
97,0:03,Objeto,car,0.46,6820,"(0, 362, 110, 424)"
97,0:03,Objeto,truck,0.43,12136,"(1087, 308, 1251, 382)"
97,0:03,Fuego,fire,0.27,1521,"(503, 506, 542, 545)"
98,0:03,Objeto,bus,0.85,48697,"(458, 339, 691, 548)"
98,0:03,Objeto,car,0.68,12358,"(1088, 308, 1255, 382)"
98,0:03,Objeto,car,0.53,8470,"(0, 363, 121, 433)"
98,0:03,Objeto,truck,0.41,12210,"(1087, 308, 1252, 382)"
99,0:03,Objeto,bus,0.79,49560,"(454, 339, 690, 549)"
99,0:03,Objeto,car,0.7,12432,"(1088, 308, 1256, 382)"
99,0:03,Objeto,truck,0.43,12358,"(1087, 308, 1254, 382)"
100,0:03,Objeto,bus,0.66,50820,"(448, 339, 690, 549)"
100,0:03,Objeto,car,0.61,12600,"(1091, 307, 1259, 382)"
100,0:03,Objeto,truck,0.49,12432,"(1089, 308, 1257, 382)"
100,0:03,Objeto,car,0.42,7182,"(1, 363, 115, 426)"
101,0:03,Objeto,bus,0.64,51695,"(445, 339, 690, 550)"
101,0:03,Objeto,truck,0.52,12506,"(1091, 308, 1260, 382)"
101,0:03,Objeto,car,0.39,12675,"(1092, 307, 1261, 382)"
102,0:03,Objeto,bus,0.73,53072,"(441, 338, 689, 552)"
102,0:03,Objeto,truck,0.5,12580,"(1092, 308, 1262, 382)"
102,0:03,Fuego,fire,0.27,1152,"(502, 513, 538, 545)"
103,0:03,Objeto,bus,0.75,54356,"(435, 339, 689, 553)"
103,0:03,Objeto,car,0.41,12483,"(1094, 308, 1265, 381)"
103,0:03,Objeto,truck,0.41,12975,"(1093, 308, 1266, 383)"
103,0:03,Fuego,fire,0.27,1240,"(501, 514, 541, 545)"
104,0:03,Objeto,bus,0.67,56420,"(429, 338, 689, 555)"
104,0:03,Objeto,truck,0.44,56203,"(430, 337, 689, 554)"
104,0:03,Objeto,truck,0.43,12975,"(1095, 308, 1268, 383)"
104,0:03,Objeto,car,0.41,13050,"(1095, 307, 1269, 382)"
105,0:03,Objeto,bus,0.78,57552,"(425, 338, 689, 556)"
105,0:03,Objeto,car,0.51,13050,"(1097, 307, 1271, 382)"
105,0:03,Objeto,truck,0.42,12950,"(1096, 308, 1271, 382)"
106,0:03,Objeto,bus,0.81,58254,"(421, 338, 687, 557)"
106,0:03,Objeto,car,0.54,12950,"(1099, 307, 1274, 381)"
106,0:03,Objeto,truck,0.41,13125,"(1099, 307, 1274, 382)"
107,0:03,Objeto,bus,0.82,59620,"(416, 338, 687, 558)"
107,0:03,Objeto,car,0.54,12702,"(1102, 308, 1276, 381)"
108,0:03,Objeto,bus,0.84,61325,"(412, 338, 687, 561)"
