Frame,Tiempo,Tipo,Etiqueta,Confianza,Area,Coordenadas
132,0:04,Objeto,person,0.58,5136,"(660, 529, 708, 636)"
133,0:04,Objeto,person,0.61,5076,"(664, 529, 711, 637)"
133,0:04,Objeto,frisbee,0.37,6240,"(405, 234, 501, 299)"
134,0:04,Objeto,person,0.58,4972,"(669, 524, 713, 637)"
134,0:04,Objeto,frisbee,0.46,6240,"(404, 234, 500, 299)"
135,0:04,Objeto,person,0.61,5712,"(666, 519, 714, 638)"
135,0:04,Objeto,frisbee,0.51,6240,"(404, 235, 500, 300)"
136,0:04,Objeto,person,0.6,6016,"(670, 508, 717, 636)"
136,0:04,Objeto,frisbee,0.34,6240,"(403, 235, 499, 300)"
137,0:04,Objeto,person,0.44,6708,"(667, 507, 719, 636)"
140,0:04,Objeto,person,0.46,8393,"(656, 491, 733, 600)"
140,0:04,Objeto,frisbee,0.34,6175,"(402, 238, 497, 303)"
141,0:04,Objeto,person,0.32,9568,"(647, 490, 739, 594)"
142,0:04,Objeto,person,0.34,4100,"(690, 491, 740, 573)"
142,0:04,Objeto,person,0.33,9016,"(650, 490, 742, 588)"
143,0:04,Objeto,person,0.42,3920,"(695, 490, 744, 570)"
146,0:04,Objeto,person,0.54,4116,"(705, 477, 747, 575)"
147,0:04,Objeto,person,0.6,4500,"(706, 474, 751, 574)"
148,0:04,Objeto,person,0.58,4949,"(709, 471, 758, 572)"
149,0:04,Objeto,person,0.52,5610,"(705, 467, 760, 569)"
149,0:04,Objeto,frisbee,0.31,6365,"(400, 244, 495, 311)"
150,0:05,Objeto,person,0.55,5512,"(711, 463, 764, 567)"
151,0:05,Objeto,person,0.66,5408,"(712, 458, 764, 562)"
152,0:05,Objeto,person,0.66,4794,"(718, 457, 765, 559)"
153,0:05,Objeto,person,0.62,3570,"(723, 456, 765, 541)"
154,0:05,Objeto,person,0.36,2553,"(727, 454, 764, 523)"
155,0:05,Objeto,person,0.53,3075,"(725, 451, 766, 526)"
156,0:05,Objeto,person,0.52,2442,"(733, 448, 766, 522)"
156,0:05,Objeto,frisbee,0.31,6204,"(399, 254, 493, 320)"
157,0:05,Objeto,person,0.61,2765,"(734, 445, 769, 524)"
158,0:05,Objeto,person,0.65,3024,"(734, 440, 770, 524)"
158,0:05,Humo,smoke,0.2,390825,"(0, 0, 675, 579)"
159,0:05,Objeto,person,0.73,3520,"(734, 434, 774, 522)"
160,0:05,Objeto,person,0.57,3741,"(732, 432, 775, 519)"
161,0:05,Objeto,person,0.59,4042,"(731, 431, 778, 517)"
161,0:05,Objeto,boat,0.31,12276,"(554, 133, 686, 226)"
162,0:05,Objeto,person,0.71,4437,"(730, 429, 781, 516)"
162,0:05,Objeto,boat,0.33,11880,"(552, 135, 684, 225)"
162,0:05,Humo,smoke,0.22,368764,"(0, 0, 638, 578)"
163,0:05,Objeto,person,0.48,4717,"(732, 425, 785, 514)"
164,0:05,Objeto,person,0.6,4928,"(732, 422, 788, 510)"
164,0:05,Objeto,frisbee,0.44,6324,"(389, 260, 482, 328)"
165,0:05,Objeto,person,0.34,3796,"(738, 421, 790, 494)"
166,0:05,Objeto,person,0.46,3168,"(743, 418, 791, 484)"
167,0:05,Objeto,person,0.3,2842,"(742, 416, 791, 474)"
168,0:05,Objeto,person,0.35,3300,"(747, 413, 791, 488)"
168,0:05,Objeto,boat,0.31,11352,"(547, 135, 676, 223)"
169,0:05,Objeto,person,0.56,3159,"(753, 406, 792, 487)"
169,0:05,Objeto,frisbee,0.37,6204,"(382, 263, 476, 329)"
170,0:05,Objeto,person,0.42,3362,"(754, 403, 795, 485)"
170,0:05,Objeto,person,0.33,1980,"(759, 403, 795, 458)"
171,0:05,Objeto,person,0.32,3910,"(753, 399, 799, 484)"
175,0:05,Objeto,person,0.46,1925,"(772, 387, 807, 442)"
